feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,label
0.43948256625925,-0.2329148624999999,0.4152469155,0.2816311353582906,0.0206550643709777,0.0197833209539535,272.38170635261264,54.675538225878974,172.82098924044334,15.455944298,1.729591,1.1460525999999995,high
0.32144039417833,-0.2445458366,0.422619633,0.301755299547315,0.0209131734442731,0.0206280633956915,194.2891315536051,60.23958966108064,179.0324456795119,16.35705608,1.9808377,1.2010599000000004,high
0.25093368007351,-0.2565474487,0.4256418837,0.3093488979919863,0.0234411719572137,0.0205910081209002,158.56875574340216,66.36553248866406,181.59457878550387,14.942279290000002,1.8409463,1.1101048999999998,high
0.2493722522428,-0.2544858565,0.4321055394999999,0.2159471556515395,0.0452605177182482,0.0165419449456439,108.77306104860294,66.80951710819832,186.9885595732282,2.6043519700000006,0.8995779999999998,0.5913397999999999,high
0.3625805382579999,-0.1855126939999999,0.4268467591,0.3005490451236813,0.0559075554769373,0.0296656449271101,221.7040455196929,37.53748873978506,183.0773261926259,1.95310356,0.5809034999999995,0.6176106999999997,high
0.4949507473,-0.1682742824,0.4611152547,0.0464051454064965,0.0130401288680582,0.0358407469926212,247.1275263355064,28.486109033169623,213.91055270289,1.1033195000000002,0.3847340999999998,0.6396267,high
0.5092505051515152,-0.1739334839393939,0.4477566939393939,0.0293807006175254,0.0065184687532476,0.005274663857916,85.86490662116174,9.997422108725331,66.16955226321673,0.1913763999999998,0.0835868000000001,0.0746873000000001,high
0.3560031940237,-0.2447870765,0.4269711313,0.2676568565761034,0.011266697072835,0.0120278148634762,198.3068268344048,60.04752434588495,182.4488706256616,9.06262582,0.5213802999999999,0.4274890999999995,low
0.3663143374457979,-0.2292052127,0.4361073955,0.2884401787456879,0.0113175693693857,0.0145128339962521,217.3007327964835,52.662988817906665,190.40007213804563,10.31780393,0.6130176999999999,0.476883,low
0.3756477024257,-0.2200149652,0.4376991653,0.2939173953134207,0.008951991840442,0.0112377014224994,227.41224417026507,48.48664293171064,191.70671895164472,10.61988652,0.6142945,0.4517020000000007,low
0.35461873055006,-0.2220950439,0.4423268177,0.2939810636980592,0.0081834273918426,0.0140962593660471,212.0928850041653,49.39311004033661,195.8515194801957,10.74145949,0.6304850999999997,0.5337667999999998,low
0.376150697605,-0.2233164205,0.4371878348999999,0.2939235936174938,0.011141915484381,0.0146857929612333,227.7940351148648,49.99424180331325,191.3486598269349,10.51883004,0.6278384000000004,0.5725271999999995,low
0.36472167538006,-0.223314252,0.4424680575999999,0.2836634545336748,0.0090725753344833,0.0123144563043544,213.40639097457813,49.95148445789618,195.92947618455472,9.7447619,0.5464975,0.4725582999999994,low
0.4045512879496402,-0.2246643258992805,0.4401151741007194,0.3022988087555446,0.0073625339564615,0.0140841773181171,35.36005312581103,7.023374800181051,26.951864178845703,1.31101665,0.0918725999999998,0.0752772999999998,low
0.4211861194499999,-0.256971904,0.421075589,0.2684175385770165,0.0559278629387542,0.0142312275737827,249.3736742580781,69.1593573724284,177.50697696211546,8.45154164,0.8403437999999998,0.5298386000000004,medium
0.4842509570399999,-0.2175008128,0.419511788,0.2756489820846161,0.0101333187082623,0.0139421277126036,310.4053683571167,47.40918503255582,176.18432881318634,11.27100194,0.7016462000000001,0.6151224999999998,medium
0.5673640373000001,-0.2405819131,0.4254120912999999,0.2858823693706199,0.0215572770060649,0.0209532149799478,403.5489512091984,58.34390838658025,181.41404560501744,10.9990469,1.0595353000000007,0.8878889999999999,medium
0.5779556069,-0.2216698864,0.4317243793999999,0.2966192428730513,0.0224683331650216,0.0191376650135848,421.927675814487,49.6418597058081,186.7518237402652,11.5223035,0.9411842,0.8017927000000001,medium
0.5764384907,-0.2049948852,0.4380969364,0.3065260140154318,0.017986383702565,0.0221868671739524,426.1455726314145,42.34608944685838,192.42069050098527,12.1422021,1.0323000999999998,0.9484334,medium
0.5632605251999999,-0.2179692918,0.4250338083,0.2903259695818381,0.0194162723375347,0.023066623073886,401.4672986936006,47.88722680764738,181.18527522893385,11.705283,1.0124463,0.9221220999999996,medium
0.5404454077,-0.2296547979,0.4236423051,0.291740117504732,0.0150022355024094,0.0198497333210726,377.1084225695324,52.96616820148952,179.86642057144627,11.201780199999998,1.0581598999999997,0.8622769999999996,medium
0.5572979500999999,-0.2216209446,0.4299956015,0.2874197027402108,0.0187685475889427,0.0180202469608626,393.10848062341,49.46774920561608,185.2206218805768,11.131267899999996,0.9095070000000004,0.8052342000000003,medium
0.5887037315504,-0.2088612596,0.391993502,0.2143224974169523,0.0489482431937963,0.0450643439283534,392.4602823075059,46.01656034294586,155.68766990882324,2.54115114,0.8835982000000002,0.9639725000000005,medium
0.5865876446,-0.1710091946999999,0.3740800363,0.0721572853301092,0.0106037395646204,0.0226828071689505,349.2865319497605,29.356471525404046,140.44986878953205,1.1471742999999996,0.3108404999999996,0.5622201000000006,medium
0.6173265235,-0.1710391649,0.3952916951,0.0854233443582824,0.0127421415372704,0.0219698995534224,388.38188723018845,29.416595738474268,156.73771802493246,1.3349863000000002,0.3598939,0.4935397999999996,medium
0.6572869882,-0.1577731134,0.417820728,0.0902299715119004,0.0179728782127006,0.0368290094511471,440.1594911683063,25.21505663882658,175.92918030766552,1.3795811999999992,0.2270948000000001,0.5383002000000001,medium
0.4781040534,-0.2275541049,0.4237731191,0.2798283330768367,0.0136377289545152,0.0138181580320317,306.8090779740785,51.96667232022599,179.7744070216496,11.0132523,0.8640030000000003,0.5894295,medium
0.6040071107954545,-0.2001293438920454,0.4035489580965909,0.1011762489948866,0.0455542056926831,0.0102310708796461,264.0328645361513,29.65529053418183,114.72122654528933,1.3906361,0.2526854000000003,0.1777383999999999,medium
0.50208864649,-0.2362044261,0.4298368829999999,0.2860436531760726,0.0154136449048952,0.0148511839836171,333.8321594849512,56.02987377803531,184.98008309520523,11.92656366,0.9331280999999998,0.6501644999999998,medium
0.5315894568,-0.2292335962,0.4260864639,0.2829103426838156,0.014232136513152,0.0163022818497029,362.5455743163956,52.75039278280392,181.81517334791965,11.9756211,0.8810183,0.7385177999999999,medium
0.5288090628,-0.2409972742999999,0.4273381994,0.2876296300069458,0.0181965170437986,0.0186890719555439,362.2870981532889,58.410468339322165,182.96686879558308,12.0675093,1.0243411,0.8405226000000001,medium
0.56327489842,-0.2359866528999999,0.4284587891999999,0.2893328464856665,0.0154649670106247,0.0164997688877442,400.9083937495041,55.92862638638015,183.84890417370565,11.53413856,0.9797246000000004,0.6831187000000004,medium
0.5948643899,-0.2246358023,0.4244929243,0.2849519908051541,0.0115579771959095,0.0182609894292339,434.9800817978561,50.594696924989,180.5273730519652,11.3151856,0.8480138000000003,0.7791825999999995,medium
0.5958036850999999,-0.2430512862,0.4250873666999999,0.2915735071104043,0.0203643682050364,0.0197539427121609,439.9121261173523,59.488220508372216,181.0890973623629,11.642431,0.9814705000000004,0.8526701999999998,medium
0.5712066006,-0.235697721,0.4276036561,0.29157268381168533,0.021949874500397537,0.021736089248477072,411.20659588421177,56.03473087818646,183.316871828329,11.530659,0.9158636999999996,0.9024996000000001,medium
